"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"17","RT @Galatasaray: “Pyro is no crime” they say! 

#GALATASARAY! https://t.co/IUShCfBfHf",FALSE,0,NA,2018-03-19 11:37:11,FALSE,NA,"975697691266244609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TwoIsTooMany_41",3826,TRUE,FALSE,NA,NA
"18","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:37:08,FALSE,NA,"975697676581957632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Emreckk10",1049,TRUE,FALSE,NA,NA
"19","RT @UrfaliTinerciJK: #sinemiçinbağırıyoruz
#SinemİcinBağırıyoruz #Beşiktaş #Galatasaray #Fenerbahçe #Başakşehir @TFF_Org @TFFSuperLig @tine…",FALSE,0,NA,2018-03-19 11:37:04,FALSE,NA,"975697662539386881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DursunGuney67",6,TRUE,FALSE,NA,NA
"20","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:36:04,FALSE,NA,"975697408461025281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OzdalHamza",1049,TRUE,FALSE,NA,NA
"21","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:35:26,FALSE,NA,"975697250943946753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","muhammet_sine",1049,TRUE,FALSE,NA,NA
"22","#Galatasaray https://t.co/QcTuv3qTnG",FALSE,0,NA,2018-03-19 11:34:52,FALSE,NA,"975697107565842435",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KadirAykutahin1",0,FALSE,FALSE,NA,NA
"23","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:34:52,FALSE,NA,"975697106391453698",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cimbomlu2929",1049,TRUE,FALSE,NA,NA
"24","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:34:50,FALSE,NA,"975697097847721984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","okncyln19",1049,TRUE,FALSE,NA,NA
"25","#Belhanda Fenerbahçelileri kızdıracak
#Fenerbahce #Galatasaray https://t.co/bbc89y2x9p",FALSE,0,NA,2018-03-19 11:34:34,FALSE,NA,"975697032152264704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","YenicagInfo",0,FALSE,FALSE,NA,NA
"26","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:34:12,FALSE,NA,"975696939286237184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cimbomcakal",1049,TRUE,FALSE,NA,NA
"27","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:33:46,FALSE,NA,"975696831891075073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","korfez_aslani",1049,TRUE,FALSE,NA,NA
"28","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:33:35,FALSE,NA,"975696783761399808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","knfo5535",1049,TRUE,FALSE,NA,NA
"29","Bu akşam İgor Tudor denen amatörün trt’de yapacağı açıklamaları yayınlayan Galatasaray taraftar hesaplarını takipte… https://t.co/DdgKpF19OX",FALSE,0,NA,2018-03-19 11:30:37,TRUE,NA,"975696036537741315",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aytaceren",0,FALSE,FALSE,NA,NA
"30","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:30:26,FALSE,NA,"975695991511965697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","okan6185",1049,TRUE,FALSE,NA,NA
"31","RT @LionKing1905_: #Galatasaray dan ayrılan oyuncu hoca yöneticiyi #Galatasaray ne zaman havaya girse canlı yayına davet edip Galatasaray'ı…",FALSE,0,NA,2018-03-19 11:30:17,FALSE,NA,"975695952546852870",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vlknsglm",3,TRUE,FALSE,NA,NA
"32","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:29:49,FALSE,NA,"975695835269877760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Salimdbr",1049,TRUE,FALSE,NA,NA
"33","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:29:34,FALSE,NA,"975695771520651264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","memetguneyy",1049,TRUE,FALSE,NA,NA
"34","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:29:24,FALSE,NA,"975695730483621889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BerkayAkbayy",1049,TRUE,FALSE,NA,NA
"35","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:29:21,FALSE,NA,"975695716956934149",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ferdiyafe",1049,TRUE,FALSE,NA,NA
"36","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:29:06,FALSE,NA,"975695656332464131",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dagliiii",1049,TRUE,FALSE,NA,NA
"37","RT @apaci__ronaldo: Çocukluk aşkımsın... ������❤️

#GS #Galatasaray #Gala  https://t.co/LVqklEUfyK",FALSE,0,NA,2018-03-19 11:28:58,FALSE,NA,"975695623910551552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doguhankaya",1037,TRUE,FALSE,NA,NA
"38","RT @Galatasaray: On this day in 2011, #Galatasaray fans set the Guinness World Record @GWR for the loudest crowd roar at a sports stadium!…",FALSE,0,NA,2018-03-19 11:27:46,FALSE,NA,"975695320830103552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mehmetavcbs7",283,TRUE,FALSE,NA,NA
"39","RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8",FALSE,0,NA,2018-03-19 11:24:41,FALSE,NA,"975694544833597440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","umuttonat",1049,TRUE,FALSE,NA,NA
